time,open,high,low,close,volume,return,volatility,rsi,vol_change,sentiment,target
2025-10-06 07:00:00,123947.91,124035.89,123280.49,123390.47,749.33011,-0.004497292814158116,0.003140200112841426,54.49408821558384,0.4196274314500297,-0.004497292814158116,1
2025-10-06 08:00:00,123390.47,123880.0,123390.46,123846.55,556.77898,0.003696233590811282,0.0030871063797891373,60.310466624753936,-0.2569643571376038,0.003696233590811282,1
2025-10-06 09:00:00,123846.56,124056.73,123779.31,123955.3,791.39727,0.0008781027812241327,0.003047299384464128,67.89801292140412,0.42138496320389107,0.0008781027812241327,1
2025-10-06 10:00:00,123955.29,124142.85,123899.42,123978.0,459.97878,0.00018313053173191207,0.0030048541377315488,67.11382682290201,-0.4187763877426568,0.00018313053173191207,1
2025-10-06 11:00:00,123978.0,124531.66,123735.73,124215.0,960.05678,0.0019116294826502234,0.0024995348927472254,68.89032491115508,1.0871762388691062,0.0019116294826502234,1
2025-10-06 12:00:00,124215.0,124691.81,124178.0,124556.64,977.10945,0.0027503924646781197,0.0026317130255326033,67.52053208079354,0.01776214735965942,0.0027503924646781197,1
2025-10-06 13:00:00,124556.65,125079.85,124385.74,125031.33,1406.49106,0.0038110372919499813,0.0026693825826308516,69.38882797338134,0.43944064812800665,0.0038110372919499813,0
2025-10-06 14:00:00,125031.34,125330.0,124339.38,124530.0,1331.91784,-0.0040096350250773405,0.002965792103208038,63.560295624811765,-0.05302075649169069,-0.0040096350250773405,1
2025-10-06 15:00:00,124529.99,125408.29,124513.35,125000.0,852.17645,0.0037741909580020216,0.0030961723270975672,61.64256921459285,-0.3601884257365304,0.0037741909580020216,1
2025-10-06 16:00:00,125000.0,125499.63,124800.0,125455.24,911.48586,0.003641919999999965,0.0031496630426753255,64.86485291333827,0.06959756984601007,0.003641919999999965,0
2025-10-06 17:00:00,125455.25,125819.2,125126.67,125284.0,1451.39316,-0.001364948965065227,0.002631740700592794,66.33563742327908,0.5923375487141402,-0.001364948965065227,1
2025-10-06 18:00:00,125284.01,126199.63,125044.46,126011.18,1439.873253,0.005804252737779736,0.0028959475243851398,74.8513572086544,-0.00793713744661717,0.005804252737779736,0
